SottoTitolo2,StottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Piazza_Comune,Mese,SettimanaPerMese,Prodotto,UdMKey6,PrezzoMedioPerUdM14,Textbox6,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox9,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox7
CATANZARO,ott,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,05","5,62",-,€/kg,"5,05","5,62",,,,
CATANZARO,ott,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,05","5,62",-,€/kg,"5,05","5,62",,,,
CATANZARO,ott,IV, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
CATANZARO,ott,V, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
CATANZARO,nov,I, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
CATANZARO,nov,II, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
CATANZARO,nov,III, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,62",-,€/kg,n.d.,"5,62",,,,
CATANZARO,nov,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
CATANZARO,dic,I, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
CATANZARO,dic,II, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
CATANZARO,dic,III, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
CATANZARO,dic,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,62",-,€/kg,"3,65","5,62",,,,
CATANZARO,gen,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,75","8,08",-,€/kg,"8,75","8,08",,,,
CATANZARO,gen,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,75","8,08",-,€/kg,"8,75","8,08",,,,
CATANZARO,gen,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,75","8,08",-,€/kg,"8,75","8,08",,,,
CATANZARO,gen,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,75","8,08",-,€/kg,"8,75","8,08",,,,
CATANZARO,feb,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,75","8,08",-,€/kg,"8,75","8,08",,,,
CATANZARO,feb,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,feb,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,feb,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,feb,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,mar,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,mar,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,mar,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,mar,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,45","8,08",-,€/kg,"8,45","8,08",,,,
CATANZARO,apr,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,30","8,08",-,€/kg,"8,30","8,08",,,,
CATANZARO,apr,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,30","8,08",-,€/kg,"8,30","8,08",,,,
CATANZARO,apr,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,apr,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,mag,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,mag,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,mag,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,mag,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,mag,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,giu,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,giu,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,00","8,08",-,€/kg,"8,00","8,08",,,,
CATANZARO,giu,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,93","8,08",-,€/kg,"7,93","8,08",,,,
CATANZARO,giu,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,lug,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,lug,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,lug,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,lug,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,ago,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,83","8,08",-,€/kg,"7,83","8,08",,,,
CATANZARO,ago,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ago,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ago,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ago,V, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,set,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,set,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,set,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,set,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ott,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ott,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,63","8,08",-,€/kg,"7,63","8,08",,,,
CATANZARO,ott,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,ott,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,ott,V, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,nov,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,nov,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,nov,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,nov,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,dic,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,dic,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,dic,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CATANZARO,dic,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,08",-,€/kg,n.d.,"8,08",,,,
CHIETI,gen,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,gen,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,gen,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,gen,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,feb,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,feb,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,feb,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,feb,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,feb,V, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mar,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mar,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mar,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mar,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,apr,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,apr,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,apr,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,apr,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mag,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mag,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mag,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mag,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,mag,V, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,giu,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,giu,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,giu,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,giu,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,lug,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,lug,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,lug,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,lug,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ago,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ago,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ago,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ago,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ago,V, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,set,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,set,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,set,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,set,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ott,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ott,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ott,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"11,00","11,21",,,,
CHIETI,ott,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"13,00","11,21",,,,
CHIETI,ott,V, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,nov,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,nov,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,nov,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,nov,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,dic,I, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,dic,II, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,dic,III, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,dic,IV, Olio Dop franco azienda,,,,Colline Teatine,€/kg,"12,00","11,21",,,,
CHIETI,gen,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,gen,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,gen,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,gen,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,feb,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,feb,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,feb,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,feb,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,feb,V, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mar,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mar,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mar,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mar,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,apr,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,apr,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,apr,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,apr,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mag,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mag,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mag,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mag,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,mag,V, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,giu,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,giu,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,giu,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"11,00","11,21",-,€/kg,"11,00","11,21",,,,
CHIETI,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"13,00","11,21",-,€/kg,"13,00","11,21",,,,
CHIETI,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
CHIETI,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"12,00","11,21",-,€/kg,"12,00","11,21",,,,
COSENZA,gen,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,gen,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,60","9,26",-,€/kg,"9,60","9,26",,,,
COSENZA,gen,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,
COSENZA,gen,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,
COSENZA,feb,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,
COSENZA,feb,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,feb,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,feb,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,feb,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,mar,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,mar,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,mar,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,mar,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,
COSENZA,apr,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,26",-,€/kg,"9,45","9,26",,,,
COSENZA,apr,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,26",-,€/kg,"9,45","9,26",,,,
COSENZA,apr,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,apr,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,mag,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,mag,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,mag,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,mag,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,mag,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,giu,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,giu,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,giu,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,
COSENZA,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,
COSENZA,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,
COSENZA,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,75","9,26",-,€/kg,"8,75","9,26",,,,
COSENZA,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,08","9,26",-,€/kg,"8,08","9,26",,,,
COSENZA,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,43","9,26",-,€/kg,"8,43","9,26",,,,
COSENZA,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","9,26",-,€/kg,"9,00","9,26",,,,
COSENZA,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,
COSENZA,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,
COSENZA,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,
COSENZA,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,20","5,58",-,€/kg,"6,20","5,58",,,,
