SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Prodotto,UdMKey,Mese,SettimanaPerMese,PrezzoMedioPerUdM13,Textbox291,Piazza__Comune,UdMKey6,PrezzoMedioPerUdM14,Textbox293,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox292,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox294,Varieta2,UdMKey9,PrezzoMedioPerUdM17,Textbox295
Olio Dop,,gen,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,gen,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,gen,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,feb,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,feb,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,feb,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,feb,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,feb,V,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mar,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mar,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mar,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mar,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,apr,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,apr,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,apr,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,apr,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mag,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mag,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mag,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mag,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,mag,V,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,giu,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,giu,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,giu,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,giu,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,lug,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,lug,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,lug,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,lug,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ago,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ago,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ago,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ago,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ago,V,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,set,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,set,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,set,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,set,IV,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ott,I,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ott,II,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ott,III,,,PESCARA,€/kg,"11,00","11,21",Aprutino Pescarese,€/kg,"11,00","11,21",,,,,,,,
Olio Dop,,ott,IV,,,PESCARA,€/kg,"13,00","11,21",Aprutino Pescarese,€/kg,"13,00","11,21",,,,,,,,
Olio Dop,,ott,V,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,nov,I,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,nov,II,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,nov,III,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,nov,IV,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,dic,I,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,dic,II,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,dic,III,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,dic,IV,,,PESCARA,€/kg,"12,00","11,21",Aprutino Pescarese,€/kg,"12,00","11,21",,,,,,,,
Olio Dop,,gen,I,,,GIOIA TAURO,€/kg,"9,30","9,46",Bruzio,€/kg,"9,20","9,40",,,,,,,,
Olio Dop,,gen,II,,,GIOIA TAURO,€/kg,"9,30","9,46",Bruzio,€/kg,"9,20","9,40",,,,,,,,
Olio Dop,,gen,III,,,GIOIA TAURO,€/kg,"9,50","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,gen,IV,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,feb,I,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,feb,II,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,feb,III,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,feb,IV,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,feb,V,,,GIOIA TAURO,€/kg,"9,55","9,46",Bruzio,€/kg,"9,50","9,40",,,,,,,,
Olio Dop,,mar,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mar,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mar,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mar,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,apr,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,apr,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,apr,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,apr,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mag,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mag,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mag,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mag,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,mag,V,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,giu,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,giu,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,giu,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,giu,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,lug,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,lug,II,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,lug,III,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,lug,IV,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,ago,I,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,ago,II,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,ago,III,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,ago,IV,,,GIOIA TAURO,€/kg,"9,45","9,46",Bruzio,€/kg,"9,40","9,40",,,,,,,,
Olio Dop,,ago,V,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,set,I,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,set,II,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,set,III,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,set,IV,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,ott,I,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,ott,II,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,ott,III,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,ott,IV,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,ott,V,,,GIOIA TAURO,€/kg,"9,35","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,nov,I,,,GIOIA TAURO,€/kg,"9,25","9,46",Bruzio,€/kg,"9,20","9,40",,,,,,,,
Olio Dop,,nov,II,,,GIOIA TAURO,€/kg,"8,75","9,46",Bruzio,€/kg,"8,70","9,40",,,,,,,,
Olio Dop,,nov,III,,,GIOIA TAURO,€/kg,"8,23","9,46",Bruzio,€/kg,"8,20","9,40",,,,,,,,
Olio Dop,,nov,IV,,,GIOIA TAURO,€/kg,"8,50","9,46",Bruzio,€/kg,"8,40","9,40",,,,,,,,
Olio Dop,,dic,I,,,GIOIA TAURO,€/kg,"9,40","9,46",Bruzio,€/kg,"9,30","9,40",,,,,,,,
Olio Dop,,dic,II,,,GIOIA TAURO,€/kg,"9,75","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,dic,III,,,GIOIA TAURO,€/kg,"9,75","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,dic,IV,,,GIOIA TAURO,€/kg,"9,75","9,46",Bruzio,€/kg,"9,60","9,40",,,,,,,,
Olio Dop,,gen,I,,,GIOIA TAURO,€/kg,"9,30","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,gen,II,,,GIOIA TAURO,€/kg,"9,30","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,gen,III,,,GIOIA TAURO,€/kg,"9,50","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,gen,IV,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,feb,I,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,feb,II,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,feb,III,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,feb,IV,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,feb,V,,,GIOIA TAURO,€/kg,"9,55","9,46",Lametia,€/kg,"9,60","9,52",,,,,,,,
Olio Dop,,mar,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mar,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mar,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mar,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,apr,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,apr,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,apr,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,apr,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mag,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mag,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mag,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mag,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,mag,V,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,giu,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,giu,II,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,giu,III,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,giu,IV,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,lug,I,,,GIOIA TAURO,€/kg,"9,65","9,46",Lametia,€/kg,"9,70","9,52",,,,,,,,
Olio Dop,,lug,II,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,lug,III,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,lug,IV,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ago,I,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ago,II,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ago,III,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ago,IV,,,GIOIA TAURO,€/kg,"9,45","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,ago,V,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,I,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,II,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,III,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,set,IV,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,I,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,II,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,III,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,IV,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,ott,V,,,GIOIA TAURO,€/kg,"9,35","9,46",Lametia,€/kg,"9,40","9,52",,,,,,,,
Olio Dop,,nov,I,,,GIOIA TAURO,€/kg,"9,25","9,46",Lametia,€/kg,"9,30","9,52",,,,,,,,
Olio Dop,,nov,II,,,GIOIA TAURO,€/kg,"8,75","9,46",Lametia,€/kg,"8,80","9,52",,,,,,,,
Olio Dop,,nov,III,,,GIOIA TAURO,€/kg,"8,23","9,46",Lametia,€/kg,"8,25","9,52",,,,,,,,
Olio Dop,,nov,IV,,,GIOIA TAURO,€/kg,"8,50","9,46",Lametia,€/kg,"8,60","9,52",,,,,,,,
Olio Dop,,dic,I,,,GIOIA TAURO,€/kg,"9,40","9,46",Lametia,€/kg,"9,50","9,52",,,,,,,,
Olio Dop,,dic,II,,,GIOIA TAURO,€/kg,"9,75","9,46",Lametia,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,dic,III,,,GIOIA TAURO,€/kg,"9,75","9,46",Lametia,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,dic,IV,,,GIOIA TAURO,€/kg,"9,75","9,46",Lametia,€/kg,"9,90","9,52",,,,,,,,
Olio Dop,,gen,I,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,gen,II,,,FOGGIA,€/kg,"9,60","9,36",Dauno,€/kg,"9,60","9,36",,,,,,,,
Olio Dop,,gen,III,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,gen,IV,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,feb,I,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,feb,II,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,feb,III,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,feb,IV,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,feb,V,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,mar,I,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,mar,II,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,mar,III,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,mar,IV,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,apr,I,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,apr,II,,,FOGGIA,€/kg,"9,65","9,36",Dauno,€/kg,"9,65","9,36",,,,,,,,
Olio Dop,,apr,III,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,apr,IV,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,mag,I,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,mag,II,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,mag,III,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,mag,IV,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,mag,V,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,giu,I,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,giu,II,,,FOGGIA,€/kg,"9,35","9,36",Dauno,€/kg,"9,35","9,36",,,,,,,,
Olio Dop,,giu,III,,,FOGGIA,€/kg,"9,30","9,36",Dauno,€/kg,"9,30","9,36",,,,,,,,
Olio Dop,,giu,IV,,,FOGGIA,€/kg,"9,18","9,36",Dauno,€/kg,"9,18","9,36",,,,,,,,
Olio Dop,,lug,I,,,FOGGIA,€/kg,"9,13","9,36",Dauno,€/kg,"9,13","9,36",,,,,,,,
Olio Dop,,lug,II,,,FOGGIA,€/kg,"9,13","9,36",Dauno,€/kg,"9,13","9,36",,,,,,,,
Olio Dop,,lug,III,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,lug,IV,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,ago,I,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,ago,II,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,ago,III,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,ago,IV,,,FOGGIA,€/kg,"9,08","9,36",Dauno,€/kg,"9,08","9,36",,,,,,,,
Olio Dop,,ago,V,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,set,I,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,set,II,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,set,III,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,set,IV,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,ott,I,,,FOGGIA,€/kg,n.d.,"9,36",Dauno,€/kg,n.d.,"9,36",,,,,,,,
Olio Dop,,ott,II,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,ott,III,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,ott,IV,,,FOGGIA,€/kg,"9,50","9,36",Dauno,€/kg,"9,50","9,36",,,,,,,,
Olio Dop,,ott,V,,,FOGGIA,€/kg,"9,25","9,36",Dauno,€/kg,"9,25","9,36",,,,,,,,
Olio Dop,,nov,I,,,FOGGIA,€/kg,"8,85","9,36",Dauno,€/kg,"8,85","9,36",,,,,,,,
Olio Dop,,nov,II,,,FOGGIA,€/kg,"8,75","9,36",Dauno,€/kg,"8,75","9,36",,,,,,,,
Olio Dop,,nov,III,,,FOGGIA,€/kg,"8,75","9,36",Dauno,€/kg,"8,75","9,36",,,,,,,,
Olio Dop,,nov,IV,,,FOGGIA,€/kg,"9,45","9,36",Dauno,€/kg,"9,45","9,36",,,,,,,,
Olio Dop,,dic,I,,,FOGGIA,€/kg,"9,55","9,36",Dauno,€/kg,"9,55","9,36",,,,,,,,
Olio Dop,,dic,II,,,FOGGIA,€/kg,"9,55","9,36",Dauno,€/kg,"9,55","9,36",,,,,,,,
Olio Dop,,dic,III,,,FOGGIA,€/kg,"9,55","9,36",Dauno,€/kg,"9,55","9,36",,,,,,,,
Olio Dop,,dic,IV,,,FOGGIA,€/kg,"9,55","9,36",Dauno,€/kg,"9,55","9,36",,,,,,,,
